Date,High,Low,Open,Close,Volume,Adj Close
2021-01-04,42.119998931884766,40.13999938964844,41.95000076293945,40.5099983215332,15768100,40.5099983215332
2021-01-05,41.84000015258789,40.040000915527344,40.060001373291016,41.65999984741211,18045800,41.65999984741211
2021-01-06,43.849998474121094,41.86000061035156,41.91999816894531,42.97999954223633,22694900,42.97999954223633
2021-01-07,43.97999954223633,42.959999084472656,43.97999954223633,43.31999969482422,13625700,43.31999969482422
2021-01-08,43.4900016784668,42.31999969482422,43.310001373291016,43.060001373291016,18426200,43.060001373291016
2021-01-11,45.279998779296875,42.630001068115234,43.02000045776367,45.0099983215332,25864100,45.0099983215332
2021-01-12,48.95000076293945,45.650001525878906,46.29999923706055,47.81999969482422,63889300,47.81999969482422
2021-01-13,50.970001220703125,48.060001373291016,50.779998779296875,48.72999954223633,49229700,48.72999954223633
2021-01-14,51.869998931884766,49.33000183105469,49.5,51.529998779296875,36839800,51.529998779296875
2021-01-15,51.400001525878906,49.2599983215332,51.29999923706055,49.970001220703125,25293700,49.970001220703125
2021-01-19,55.13999938964844,52.2599983215332,53.689998626708984,54.84000015258789,64144000,54.84000015258789
2021-01-20,56.599998474121094,54.849998474121094,56.22999954223633,55.86000061035156,47428500,55.86000061035156
2021-01-21,56.970001220703125,54.7599983215332,56.33000183105469,55.08000183105469,39843100,55.08000183105469
2021-01-22,55.77000045776367,54.27000045776367,54.5,55.400001525878906,23895600,55.400001525878906
2021-01-25,55.15999984741211,51.02000045776367,54.95000076293945,53.38999938964844,39844200,53.38999938964844
2021-01-26,53.59000015258789,51.810001373291016,53.38999938964844,52.040000915527344,21648200,52.040000915527344
2021-01-27,50.86000061035156,48.709999084472656,50.79999923706055,49.34000015258789,38315200,49.34000015258789
2021-01-28,53.0,49.560001373291016,49.880001068115234,51.040000915527344,37573400,51.040000915527344
2021-01-29,51.779998779296875,49.959999084472656,50.70000076293945,50.68000030517578,26466800,50.68000030517578
2021-02-01,51.95000076293945,50.439998626708984,51.459999084472656,51.5099983215332,21451300,51.5099983215332
2021-02-02,52.97999954223633,51.959999084472656,52.29999923706055,52.720001220703125,20457400,52.720001220703125
2021-02-03,55.04999923706055,53.189998626708984,53.29999923706055,54.25,30706500,54.25
2021-02-04,54.560001373291016,52.970001220703125,53.34000015258789,54.130001068115234,19243300,54.130001068115234
2021-02-05,55.04999923706055,54.150001525878906,54.81999969482422,54.40999984741211,17250200,54.40999984741211
2021-02-08,57.04999923706055,55.66999816894531,56.0,56.880001068115234,26990000,56.880001068115234
2021-02-09,56.939998626708984,55.7400016784668,56.540000915527344,56.060001373291016,25168800,56.060001373291016
2021-02-10,55.689998626708984,52.5099983215332,55.61000061035156,54.880001068115234,55329800,54.880001068115234
2021-02-11,53.79999923706055,52.349998474121094,53.61000061035156,53.5,29871400,53.5
2021-02-12,54.189998626708984,52.959999084472656,53.0,53.599998474121094,15317400,53.599998474121094
2021-02-16,53.9900016784668,53.220001220703125,53.709999084472656,53.459999084472656,18541600,53.459999084472656
2021-02-17,53.33000183105469,52.08000183105469,52.84000015258789,52.88999938964844,13989700,52.88999938964844
2021-02-18,52.619998931884766,51.599998474121094,52.560001373291016,52.15999984741211,17615900,52.15999984741211
2021-02-19,53.290000915527344,52.220001220703125,52.5,52.56999969482422,15354400,52.56999969482422
2021-02-22,52.93000030517578,51.880001068115234,52.0,51.97999954223633,14501300,51.97999954223633
2021-02-23,51.380001068115234,49.349998474121094,51.0,51.11000061035156,21202700,51.11000061035156
2021-02-24,53.209999084472656,51.290000915527344,51.95000076293945,52.900001525878906,18375000,52.900001525878906
2021-02-25,52.93000030517578,50.54999923706055,52.70000076293945,50.599998474121094,20628900,50.599998474121094
2021-02-26,51.72999954223633,49.91999816894531,50.869998931884766,51.33000183105469,17125100,51.33000183105469
2021-03-01,52.81999969482422,51.81999969482422,52.40999984741211,52.540000915527344,15385300,52.540000915527344
2021-03-02,55.290000915527344,52.189998626708984,52.599998474121094,54.11000061035156,36267200,54.11000061035156
2021-03-03,54.880001068115234,52.65999984741211,54.5,52.66999816894531,19667200,52.66999816894531
2021-03-04,54.18000030517578,50.25,52.9900016784668,51.83000183105469,26231900,51.83000183105469
2021-03-05,53.9900016784668,50.47999954223633,52.59000015258789,53.75,25190000,53.75
2021-03-08,56.20000076293945,53.7400016784668,54.290000915527344,54.97999954223633,24450500,54.97999954223633
2021-03-09,55.43000030517578,54.029998779296875,55.36000061035156,54.650001525878906,17902200,54.650001525878906
2021-03-10,56.95000076293945,54.880001068115234,55.0,56.83000183105469,22760600,56.83000183105469
2021-03-11,57.16999816894531,55.939998626708984,56.869998931884766,56.33000183105469,20244700,56.33000183105469
2021-03-12,59.619998931884766,55.70000076293945,56.0,59.2599983215332,29829600,59.2599983215332
2021-03-15,59.310001373291016,57.209999084472656,59.310001373291016,57.939998626708984,19660100,57.939998626708984
2021-03-16,58.56999969482422,56.79999923706055,58.36000061035156,57.119998931884766,16177000,57.119998931884766
2021-03-17,60.119998931884766,57.150001525878906,57.2400016784668,60.04999923706055,23746200,60.04999923706055
2021-03-18,62.2400016784668,58.880001068115234,60.060001373291016,59.27000045776367,34798000,59.27000045776367
2021-03-19,60.31999969482422,58.18000030517578,59.34000015258789,59.81999969482422,23346200,59.81999969482422
2021-03-22,58.93000030517578,56.5099983215332,58.75,58.099998474121094,30094900,58.099998474121094
2021-03-23,57.7599983215332,55.709999084472656,56.9900016784668,56.15999984741211,21280800,56.15999984741211
2021-03-24,57.47999954223633,55.709999084472656,56.68000030517578,55.810001373291016,20567200,55.810001373291016
2021-03-25,56.81999969482422,54.25,54.599998474121094,56.599998474121094,16178500,56.599998474121094
2021-03-26,57.34000015258789,55.349998474121094,57.0099983215332,56.52000045776367,16358900,56.52000045776367
2021-03-29,57.20000076293945,55.7400016784668,56.08000183105469,55.939998626708984,16058400,55.939998626708984
2021-03-30,58.630001068115234,56.400001525878906,56.599998474121094,58.5099983215332,19606800,58.5099983215332
2021-03-31,58.58000183105469,57.27000045776367,58.279998779296875,57.459999084472656,20761300,57.459999084472656
2021-04-01,58.220001220703125,57.040000915527344,57.91999816894531,57.79999923706055,17783600,57.79999923706055
2021-04-05,61.189998626708984,58.75,59.0,61.040000915527344,24633000,61.040000915527344
2021-04-06,63.439998626708984,60.439998626708984,60.5,61.939998626708984,39518700,61.939998626708984
2021-04-07,61.869998931884766,60.689998626708984,61.86000061035156,60.83000183105469,17167900,60.83000183105469
2021-04-08,60.75,58.810001373291016,60.36000061035156,60.09000015258789,19016300,60.09000015258789
2021-04-09,60.380001068115234,59.41999816894531,59.560001373291016,60.15999984741211,12182300,60.15999984741211
2021-04-12,60.290000915527344,59.290000915527344,60.20000076293945,59.65999984741211,10231000,59.65999984741211
2021-04-13,59.540000915527344,57.88999938964844,59.22999954223633,58.4900016784668,17416600,58.4900016784668
2021-04-14,59.650001525878906,58.25,58.59000015258789,58.47999954223633,14618100,58.47999954223633
2021-04-15,59.529998779296875,58.369998931884766,59.45000076293945,58.61000061035156,14395700,58.61000061035156
2021-04-16,59.310001373291016,58.279998779296875,59.0099983215332,58.709999084472656,11087300,58.709999084472656
2021-04-19,58.7400016784668,57.22999954223633,58.56999969482422,57.880001068115234,12262500,57.880001068115234
2021-04-20,57.279998779296875,54.91999816894531,57.119998931884766,55.77000045776367,23736100,55.77000045776367
